session_id,case_id,ground_truth,distance,repeat_index,frame_count,usable_frame_count,decoded_frame_count,safe_frames,warning_frames,blocked_frames,clean_type_frames,nonclean_type_frames,current_first_verdict,majority_verdict,median_risk_verdict,median_risk_score,median_p_structural,p_structural_range,majority_detects_ground_truth
bac432e4a94f2498d7c1f22d,ACQ-CLN-V10-LONG,clean,screen-100-brightness-100,1,5,5,5,5,0,0,5,0,safe,safe,safe,1.0,0.00022810697555541992,0.0020331144332885742,True
7ff73f637adfb95e27cef952,ACQ-CLN-V10-LONG,clean,screen-100-brightness-30,1,5,5,5,5,0,0,5,0,safe,safe,safe,1.0,0.0005038976669311523,0.0012698173522949219,True
cf354e76f50c01037f29eb39,ACQ-CLN-V10-LONG,clean,screen-80-brightness-50,1,5,5,5,5,0,0,5,0,safe,safe,safe,1.0,0.00037980079650878906,0.0004006028175354004,True
9d08142c58baad4e6e56b221,ACQ-CLN-V14-LONG,clean,screen-100-brightness-100,1,5,5,0,5,0,0,5,0,safe,safe,safe,1.0,0.0005574822425842285,0.0005462765693664551,True
5513973a67f721dcc4444595,ACQ-CLN-V14-LONG,clean,screen-100-brightness-30,1,5,5,0,5,0,0,5,0,safe,safe,safe,1.0,0.00023120641708374023,0.00046449899673461914,True
4557a7d4ca821149d4e8cf00,ACQ-CLN-V14-LONG,clean,screen-80-brightness-50,1,5,5,0,5,0,0,5,0,safe,safe,safe,1.0,0.00015878677368164062,0.00024187564849853516,True
aa6c2d50e262633f0bf139f7,SEM-05-USERINFO,clean,screen-100-brightness-100,1,5,5,5,0,0,5,5,0,blocked,blocked,blocked,82.0,0.03045409917831421,0.07066363096237183,True
8f395c5d4d608380c4ffe623,SEM-05-USERINFO,clean,screen-100-brightness-30,1,5,5,1,3,0,2,4,1,blocked,safe,safe,5.0,0.17197394371032715,0.6219111084938049,True
9aeb437c63e35d33c0a0d6c5,SEM-05-USERINFO,clean,screen-80-brightness-50,1,5,5,3,2,0,3,4,1,safe,blocked,blocked,81.0,0.019661009311676025,0.5038523077964783,True
629ddc44367e44cabaf6577d,SEM-11-PLAIN-TEXT,clean,screen-100-brightness-100,1,5,5,5,0,0,5,0,5,blocked,blocked,blocked,77.0,0.8599916100502014,0.14406991004943848,False
b453a5dd57e26c807cd3332f,SEM-11-PLAIN-TEXT,clean,screen-100-brightness-30,1,5,5,5,0,0,5,0,5,blocked,blocked,blocked,88.0,0.9731879830360413,0.28587836027145386,False
b31e97bef97de787a96d3f59,SEM-11-PLAIN-TEXT,clean,screen-80-brightness-50,1,5,5,4,1,0,4,1,4,safe,blocked,blocked,76.0,0.8353663086891174,0.9090235233306885,False
0658dbec35216a4100f0ffe9,STR-ADV-NORMAL,adversarial,screen-100-brightness-100,1,5,5,0,0,0,5,0,5,blocked,blocked,blocked,89.0,0.9840414524078369,0.30977845191955566,True
1f365a8072b9272580ccc0e8,STR-ADV-NORMAL,adversarial,screen-100-brightness-30,1,5,5,0,0,0,5,0,5,blocked,blocked,blocked,89.0,0.994642436504364,0.2599906325340271,True
bfdf9b03f8c623fa7fe87c23,STR-ADV-NORMAL,adversarial,screen-80-brightness-50,1,5,5,0,0,0,5,0,5,blocked,blocked,blocked,76.0,0.8386032581329346,0.14017343521118164,True
bba015a905fa3e4ee4e0d0f9,STR-CLN-OVEREXP,clean,screen-100-brightness-100,1,5,5,0,5,0,0,5,0,safe,safe,safe,1.0,0.0006439089775085449,0.006860256195068359,True
d71de7fb919942afe2964987,STR-CLN-OVEREXP,clean,screen-100-brightness-30,1,5,5,0,2,0,3,2,3,safe,blocked,blocked,88.0,0.9746320247650146,0.9912278056144714,False
325a35826a78cee5d66f7a34,STR-CLN-OVEREXP,clean,screen-80-brightness-50,1,5,5,0,5,0,0,5,0,safe,safe,safe,1.0,0.0034674406051635742,0.0053550004959106445,True
5add5311c58fb1f58158a0c3,STR-CLN-UNDEREXP,clean,screen-100-brightness-100,1,5,5,0,5,0,0,5,0,safe,safe,safe,1.0,0.03798800706863403,0.13614004850387573,True
c1ab8c4ae745c7c91645b43a,STR-CLN-UNDEREXP,clean,screen-100-brightness-30,1,5,5,0,5,0,0,5,0,safe,safe,safe,1.0,0.0009424090385437012,0.013176560401916504,True
5460d45e97dd09535fe1dddc,STR-CLN-UNDEREXP,clean,screen-80-brightness-50,1,5,5,0,5,0,0,5,0,safe,safe,safe,2.0,0.09622228145599365,0.19550925493240356,True
79a3eee06b915586197cd95b,STR-TMP-NORMAL,tampered,screen-100-brightness-100,1,5,5,0,0,0,5,0,5,blocked,blocked,blocked,90.0,0.9999943375587463,1.3768672943115234e-05,True
4a7223c410c34c5b0f8eb432,STR-TMP-NORMAL,tampered,screen-100-brightness-30,1,5,5,0,0,0,5,0,5,blocked,blocked,blocked,90.0,0.9999901652336121,2.2172927856445312e-05,True
79c28f59a9d9c48c9706ef56,STR-TMP-NORMAL,tampered,screen-80-brightness-50,1,5,5,0,0,0,5,0,5,blocked,blocked,blocked,90.0,0.9999704957008362,4.273653030395508e-05,True
