session_id,case_id,ground_truth,distance,repeat_index,frame_count,usable_frame_count,decoded_frame_count,safe_frames,warning_frames,blocked_frames,clean_type_frames,nonclean_type_frames,current_first_verdict,majority_verdict,median_risk_verdict,median_risk_score,median_p_structural,p_structural_range,majority_detects_ground_truth
bac432e4a94f2498d7c1f22d,ACQ-CLN-V10-LONG,clean,screen-100-brightness-100,1,5,5,5,5,0,0,5,0,safe,safe,safe,1.0,0.0007737874984741211,0.0003241300582885742,True
7ff73f637adfb95e27cef952,ACQ-CLN-V10-LONG,clean,screen-100-brightness-30,1,5,5,5,5,0,0,5,0,safe,safe,safe,1.0,0.0008237957954406738,0.00046694278717041016,True
cf354e76f50c01037f29eb39,ACQ-CLN-V10-LONG,clean,screen-80-brightness-50,1,5,5,5,5,0,0,5,0,safe,safe,safe,1.0,0.0008205771446228027,0.0003127455711364746,True
9d08142c58baad4e6e56b221,ACQ-CLN-V14-LONG,clean,screen-100-brightness-100,1,5,5,0,5,0,0,5,0,safe,safe,safe,1.0,0.0011502504348754883,0.0004801750183105469,True
5513973a67f721dcc4444595,ACQ-CLN-V14-LONG,clean,screen-100-brightness-30,1,5,5,0,5,0,0,5,0,safe,safe,safe,1.0,0.001137375831604004,0.00040912628173828125,True
4557a7d4ca821149d4e8cf00,ACQ-CLN-V14-LONG,clean,screen-80-brightness-50,1,5,5,0,5,0,0,5,0,safe,safe,safe,1.0,0.0010248422622680664,0.00027042627334594727,True
aa6c2d50e262633f0bf139f7,SEM-05-USERINFO,clean,screen-100-brightness-100,1,5,5,5,0,0,5,5,0,blocked,blocked,blocked,79.0,0.0006282925605773926,0.00023674964904785156,True
8f395c5d4d608380c4ffe623,SEM-05-USERINFO,clean,screen-100-brightness-30,1,5,5,1,4,0,1,5,0,blocked,safe,safe,1.0,0.000648796558380127,0.0002574920654296875,True
9aeb437c63e35d33c0a0d6c5,SEM-05-USERINFO,clean,screen-80-brightness-50,1,5,5,3,2,0,3,5,0,safe,blocked,blocked,79.0,0.0005099773406982422,0.0002186894416809082,True
629ddc44367e44cabaf6577d,SEM-11-PLAIN-TEXT,clean,screen-100-brightness-100,1,5,5,5,5,0,0,5,0,safe,safe,safe,1.0,0.0010682940483093262,0.001170516014099121,True
b453a5dd57e26c807cd3332f,SEM-11-PLAIN-TEXT,clean,screen-100-brightness-30,1,5,5,5,5,0,0,5,0,safe,safe,safe,1.0,0.00046312808990478516,0.001899421215057373,True
b31e97bef97de787a96d3f59,SEM-11-PLAIN-TEXT,clean,screen-80-brightness-50,1,5,5,4,5,0,0,5,0,safe,safe,safe,1.0,0.002090752124786377,0.0016716718673706055,True
0658dbec35216a4100f0ffe9,STR-ADV-NORMAL,adversarial,screen-100-brightness-100,1,5,5,0,0,0,5,0,5,blocked,blocked,blocked,88.0,0.976939857006073,0.11077630519866943,True
1f365a8072b9272580ccc0e8,STR-ADV-NORMAL,adversarial,screen-100-brightness-30,1,5,5,0,0,0,5,0,5,blocked,blocked,blocked,88.0,0.9739718437194824,0.042821645736694336,True
bfdf9b03f8c623fa7fe87c23,STR-ADV-NORMAL,adversarial,screen-80-brightness-50,1,5,5,0,0,0,5,0,5,blocked,blocked,blocked,89.0,0.9883556365966797,0.009875476360321045,True
bba015a905fa3e4ee4e0d0f9,STR-CLN-OVEREXP,clean,screen-100-brightness-100,1,5,5,0,5,0,0,5,0,safe,safe,safe,1.0,0.0014936327934265137,0.0006749629974365234,True
d71de7fb919942afe2964987,STR-CLN-OVEREXP,clean,screen-100-brightness-30,1,5,5,0,5,0,0,5,0,safe,safe,safe,1.0,0.0013065934181213379,0.000707089900970459,True
325a35826a78cee5d66f7a34,STR-CLN-OVEREXP,clean,screen-80-brightness-50,1,5,5,0,5,0,0,5,0,safe,safe,safe,1.0,0.0009309649467468262,0.0007150769233703613,True
5add5311c58fb1f58158a0c3,STR-CLN-UNDEREXP,clean,screen-100-brightness-100,1,5,5,0,5,0,0,5,0,safe,safe,safe,1.0,0.000889122486114502,0.0013551712036132812,True
c1ab8c4ae745c7c91645b43a,STR-CLN-UNDEREXP,clean,screen-100-brightness-30,1,5,5,0,5,0,0,5,0,safe,safe,safe,1.0,0.0008941292762756348,0.0004623532295227051,True
5460d45e97dd09535fe1dddc,STR-CLN-UNDEREXP,clean,screen-80-brightness-50,1,5,5,0,5,0,0,5,0,safe,safe,safe,1.0,0.0021795034408569336,0.001295924186706543,True
79a3eee06b915586197cd95b,STR-TMP-NORMAL,tampered,screen-100-brightness-100,1,5,5,0,0,0,5,0,5,blocked,blocked,blocked,90.0,0.9996771216392517,0.00020557641983032227,True
4a7223c410c34c5b0f8eb432,STR-TMP-NORMAL,tampered,screen-100-brightness-30,1,5,5,0,0,0,5,0,5,blocked,blocked,blocked,90.0,0.9995654821395874,0.0002938508987426758,True
79c28f59a9d9c48c9706ef56,STR-TMP-NORMAL,tampered,screen-80-brightness-50,1,5,5,0,0,0,5,0,5,blocked,blocked,blocked,90.0,0.999665379524231,0.00017070770263671875,True
